timestamp,station_id,line_id,co2,pm25,noise_db,humidity,temp_c,passenger_traffic,is_holiday,event_level
2025-10-21 21:00:00,S01,L4,483.48982021631497%,.2f,18.162787004475934%,.2f,51.71195659057259%,.2f,58.624674631248006%,.2f,9.920732715749555%,.2f,396,0,0
2025-10-21 21:00:00,S02,L1,462.0653892141734%,.2f,13.3518197037695%,.2f,46.291054586011015%,.2f,67.64498340417686%,.2f,12.101057778220959%,.2f,324,0,0
2025-10-21 21:00:00,S03,L2,476.86275990270656%,.2f,19.972666694884413%,.2f,52.97359356086369%,.2f,60.47973875970422%,.2f,10.207394109210101%,.2f,384,0,0
2025-10-21 21:00:00,S04,L5,450.2096737703995%,.2f,16.654845881880167%,.2f,48.152226569843954%,.2f,64.13580410128057%,.2f,9.380087631329474%,.2f,281,0,0
2025-10-21 21:00:00,S05,L4,445.95056882882056%,.2f,15.622269143880855%,.2f,44.942788966285626%,.2f,47.00009547833265%,.2f,10.052982982206874%,.2f,300,0,0
2025-10-21 21:00:00,S06,L4,440.35602228975006%,.2f,18.288228802534988%,.2f,46.63503563082812%,.2f,53.95355700016178%,.2f,9.065116236085009%,.2f,284,0,0
2025-10-21 21:00:00,S07,L3,494.1409411244374%,.2f,15.849683357688548%,.2f,51.462421576429236%,.2f,48.49621780339537%,.2f,8.71005971928572%,.2f,355,0,0
2025-10-21 21:00:00,S08,L1,483.6469700640985%,.2f,13.993557278779207%,.2f,47.02029544966946%,.2f,38.34877133003293%,.2f,10.117634104036759%,.2f,338,0,0
2025-10-21 21:00:00,S09,L2,450.61345867806233%,.2f,19.57347774453386%,.2f,44.13534559932181%,.2f,49.68821128086689%,.2f,10.100115290117081%,.2f,230,0,0
2025-10-21 21:00:00,S10,L3,448.84094125690314%,.2f,16.383871240762993%,.2f,51.36501067409128%,.2f,51.68784086634293%,.2f,9.949458097979845%,.2f,311,0,0
2025-10-21 21:00:00,S11,L1,475.1606497276486%,.2f,13.64743421156688%,.2f,54.831053666046635%,.2f,64.4387512382912%,.2f,9.053691060490873%,.2f,389,0,0
2025-10-21 21:00:00,S12,L4,446.8090477286209%,.2f,21.650613908952337%,.2f,52.776165092185906%,.2f,53.510485791183015%,.2f,9.441871595262828%,.2f,338,0,0
2025-10-21 21:00:00,S13,L1,485.8851901249645%,.2f,18.756890951704943%,.2f,49.765805261490144%,.2f,52.117799588217714%,.2f,12.022791016541515%,.2f,410,0,0
2025-10-21 21:00:00,S14,L5,452.9059213081325%,.2f,10.656706704745043%,.2f,48.65651271033417%,.2f,53.44992902835142%,.2f,10.516060293782381%,.2f,358,0,0
2025-10-21 21:00:00,S15,L2,503.48220863438866%,.2f,15.296167832573326%,.2f,51.42686344390896%,.2f,54.65930450217427%,.2f,10.314704863795033%,.2f,333,0,0
2025-10-21 21:00:00,S16,L3,485.76788112649183%,.2f,19.584556556296103%,.2f,49.16842898586546%,.2f,56.2886192719801%,.2f,10.965104943429074%,.2f,329,0,0
2025-10-21 21:00:00,S17,L4,474.9503382333592%,.2f,22.27114106293465%,.2f,48.57955841225234%,.2f,60.48373838763978%,.2f,9.84014437217023%,.2f,372,0,0
2025-10-21 21:00:00,S18,L3,476.72079581644846%,.2f,17.425124573720524%,.2f,46.18883564895901%,.2f,50.92187421822127%,.2f,10.548909881803864%,.2f,228,0,0
2025-10-21 21:00:00,S19,L3,488.7558508688542%,.2f,18.747150364872013%,.2f,55.36815393935318%,.2f,53.79973750512729%,.2f,10.214633856060491%,.2f,416,0,0
2025-10-21 21:00:00,S20,L2,481.6027941409847%,.2f,14.788764371584438%,.2f,47.968144867913416%,.2f,56.76067672983267%,.2f,9.038968580716606%,.2f,208,0,0
2025-10-21 21:00:00,S21,L4,464.13022419784284%,.2f,9.36234875150409%,.2f,47.34722597227577%,.2f,60.30100322494318%,.2f,9.3159683785493%,.2f,235,0,0
2025-10-21 21:00:00,S22,L1,431.5514210741975%,.2f,22.62826896754911%,.2f,47.83854310517459%,.2f,63.5565978347059%,.2f,10.045186440228145%,.2f,217,0,0
2025-10-21 21:00:00,S23,L1,468.43757806279564%,.2f,17.861320992838706%,.2f,47.026434714206054%,.2f,48.95929967635203%,.2f,10.158428044122429%,.2f,216,0,0
2025-10-21 21:00:00,S24,L2,474.94964129068256%,.2f,16.181995202460506%,.2f,44.51164670870429%,.2f,44.49295747251268%,.2f,8.524895749178802%,.2f,204,0,0
2025-10-21 21:00:00,S25,L4,476.76233444517004%,.2f,13.714042129860157%,.2f,51.78097492087489%,.2f,47.04516309464393%,.2f,13.240376120552492%,.2f,332,0,0
2025-10-21 21:00:00,S26,L4,506.2479190377887%,.2f,20.351913353431858%,.2f,44.346293419427084%,.2f,52.84540739017035%,.2f,9.84623515607167%,.2f,347,0,0
2025-10-21 21:00:00,S27,L3,465.13686925301454%,.2f,12.04383884369776%,.2f,49.43417365702957%,.2f,59.1356829720625%,.2f,9.995034773482407%,.2f,327,0,0
2025-10-21 21:00:00,S28,L3,471.7388774619666%,.2f,22.82218397909317%,.2f,53.52788940618573%,.2f,46.091058600877304%,.2f,7.825772588123483%,.2f,416,0,0
2025-10-21 21:00:00,S29,L3,450.33097172666845%,.2f,11.22151657509616%,.2f,44.24348303458007%,.2f,56.54480834781753%,.2f,9.947108536823965%,.2f,200,0,0
2025-10-21 21:00:00,S30,L5,464.58199565901754%,.2f,21.15642542340162%,.2f,55.56173412966983%,.2f,55.38724218285567%,.2f,10.11320746753171%,.2f,442,0,0
