timestamp,station_id,line_id,co2,pm25,noise_db,humidity,temp_c,passenger_traffic,is_holiday,event_level
2025-10-07 23:00:00,S01,L4,482.02,19.08,49.86,62.6,12.35,421,0,0
2025-10-07 23:00:00,S02,L5,496.17,20.82,48.51,45.16,9.86,325,0,0
2025-10-07 23:00:00,S03,L3,475.13,23.29,55.9,64.73,7.51,421,0,0
2025-10-07 23:00:00,S04,L4,477.16,13.06,57.31,51.24,9.14,427,0,0
2025-10-07 23:00:00,S05,L2,467.3,16.49,52.87,54.37,9.94,309,0,0
2025-10-07 23:00:00,S06,L4,495.08,20.73,49.69,55.97,11.05,398,0,0
2025-10-07 23:00:00,S07,L1,464.69,19.11,47.44,56.42,10.0,355,0,0
2025-10-07 23:00:00,S08,L4,488.9,19.72,52.17,65.18,9.81,384,0,0
2025-10-07 23:00:00,S09,L3,465.8,14.18,49.04,58.18,11.06,300,0,0
2025-10-07 23:00:00,S10,L5,499.4,15.8,51.69,54.68,10.51,440,0,0
2025-10-07 23:00:00,S11,L5,471.52,20.04,51.51,63.22,9.58,352,0,0
2025-10-07 23:00:00,S12,L5,494.33,16.04,48.97,42.87,10.18,334,0,0
